,"('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'feed_in')","('House1', 'ElectricityGridConnection', 'grid_export')","('House1', 'ElectricityGridConnection', 'grid_import')","('House1', 'ElectricityGridConnection', 'source_import')","('House1', 'PV', 'connection')","('House1', 'PV', 'connection')","('House1', 'PV', 'source')","('House1', 'demand', 'input')"
,"('House1', 'demand', 'input')","('House1', 'ElectricityGridConnection', 'grid_export')","('House1', 'ElectricityGridConnection', 'sink_export')","('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityGridConnection', 'grid_import')","('House1', 'ElectricityCarrier', 'distribution')","('House1', 'ElectricityCarrier', 'feed_in')","('House1', 'PV', 'connection')","('House1', 'demand', 'sink')"
2023-11-01 00:00:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:01:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:02:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:03:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:04:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:05:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:06:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:07:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:08:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:09:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:10:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:11:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:12:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:13:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:14:00+01:00,930.0,0.0,0.0,930.0,930.0,0.0,0.0,0.0,930.0
2023-11-01 00:15:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:16:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:17:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:18:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:19:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:20:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:21:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:22:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:23:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:24:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:25:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:26:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:27:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:28:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:29:00+01:00,910.0,0.0,0.0,910.0,910.0,0.0,0.0,0.0,910.0
2023-11-01 00:30:00+01:00,870.0,0.0,0.0,870.0,870.0,0.0,0.0,0.0,870.0
2023-11-01 00:31:00+01:00,870.0,0.0,0.0,870.0,870.0,0.0,0.0,0.0,870.0
2023-11-01 00:32:00+01:00,870.0,0.0,0.0,870.0,870.0,0.0,0.0,0.0,870.0
2023-11-01 00:33:00+01:00,870.0,0.0,0.0,870.0,870.0,0.0,0.0,0.0,870.0
2023-11-01 00:34:00+01:00,870.0,0.0,0.0,870.0,870.0,0.0,0.0,0.0,870.0
